
@RELATION comments-quality

@ATTRIBUTE ANIJ	                REAL
@ATTRIBUTE ANYC 	        REAL
@ATTRIBUTE COMMENTS_DENSITY 	REAL
@ATTRIBUTE WPJC	                REAL
@ATTRIBUTE N_FLESCH	        REAL
@ATTRIBUTE FLESCH	        {Molto-Confusionario, Difficile, Piuttosto-Difficile, Standard, Piuttosto-Facile, Facile, Molto-Facile}
@ATTRIBUTE KINCAID	        REAL
@ATTRIBUTE N_FOG	        REAL
@ATTRIBUTE FOG	                {Infantile, Accettabile, Ideale, Difficile, Illeggibile}
@ATTRIBUTE TOKENS	        REAL
@ATTRIBUTE NOUNS	        REAL
@ATTRIBUTE VERBS	        REAL
@ATTRIBUTE SPW	                REAL
@ATTRIBUTE RSYNC	        REAL
@ATTRIBUTE PSYNC	        REAL
@ATTRIBUTE ESYNC	        REAL
@ATTRIBUTE DIR	                REAL
@ATTRIBUTE class 	{Very-Low,Low,Medium,High,Very-High}

@DATA
0.920634920635,0.958333333333,37.9911527453,11.0222222222,58.5008571429,Piuttosto-Difficile,6.9819047619,18.925519945,Illeggibile,53.8968253968,16.2936507937,5.52380952381,1.00793650794,0.0,38.0281690141,1.35135135135,25.8620689655,?
0.5,1.0,86.511627907,33.5714285714,64.0478571429,Standard,7.17142857143,16.9606999838,Difficile,35.25,9.25,4.71428571429,0.535714285714,100,100,100,100,?
0.428571428571,1.0,56.338028169,13.0,65.3083333333,Standard,6.01666666667,16.309314607,Difficile,10.5,3.64285714286,1.64285714286,0.142857142857,0.0,100.0,100,80.0,?
0.823529411765,1.0,65.1162790698,16.0,35.8485714286,Difficile,9.72857142857,26.8492009829,Illeggibile,22.0588235294,7.94117647059,3.76470588235,1.0,0.0,0.0,46.1538461538,0.0,?
0.920634920635,0.958333333333,37.9911527453,11.0222222222,58.5008571429,Piuttosto-Difficile,6.9819047619,18.925519945,Illeggibile,53.8968253968,16.2936507937,5.52380952381,1.00793650794,0.0,38.0281690141,1.35135135135,25.8620689655,?
0.766355140187,0.81,22.466137319,6.65942028986,65.6972463768,Standard,5.94637681159,19.3478518901,Illeggibile,15.4672897196,5.29906542056,2.18691588785,0.598130841121,0.0,68.3333333333,0.0,28.0487804878,?
0.614285714286,0.767441860465,40.6330196749,13.0104166667,38.43125,Difficile,9.99583333333,21.0065770289,Illeggibile,36.6714285714,12.4428571429,4.32857142857,0.871428571429,0.0,10.2564102564,14.2857142857,20.9302325581,?
0.0588235294118,0.0,30.1587301587,3.0,15.64,Molto-Confusionario,12.3,20.0,Illeggibile,0.294117647059,0.117647058824,0.0588235294118,0.0,0.0,0.0,100,0.0,?
0.0,1.0,72.0,0.0,0.0,Molto-Confusionario,0.0,0.0,Infantile,0.0,0.0,0.0,0.0,100,100,100,100,?
1.0,1.0,69.3333333333,5.0,61.494,Standard,6.28,22.2579710145,Illeggibile,24.0,8.0,3.5,0.0,100,100.0,100,100.0,?
1.0,1.0,69.3333333333,5.0,61.494,Standard,6.28,22.2579710145,Illeggibile,24.0,8.0,3.5,0.0,100,100.0,100,100.0,?
0.666666666667,1.0,52.9411764706,3.5,88.57,Facile,1.9,16.9333333333,Difficile,2.66666666667,1.0,1.0,0.333333333333,0.0,0.0,100,100.0,?
1.0,1.0,55.5555555556,3.0,70.9166666667,Piuttosto-Facile,4.2,25.5555555556,Illeggibile,3.33333333333,1.33333333333,1.0,0.333333333333,0.0,0.0,100,100.0,?
1.0,1.0,55.5555555556,3.0,70.9166666667,Piuttosto-Facile,4.2,25.5555555556,Illeggibile,3.33333333333,1.33333333333,1.0,0.333333333333,0.0,0.0,100,100.0,?
1.0,1.0,52.9411764706,2.33333333333,78.0233333333,Piuttosto-Facile,3.53333333333,21.6444444444,Illeggibile,2.66666666667,1.66666666667,0.333333333333,0.333333333333,0.0,0.0,100,0.0,?
0.666666666667,0.0,50.0,3.5,67.42,Standard,4.85,26.9333333333,Illeggibile,2.66666666667,1.66666666667,0.333333333333,0.333333333333,0.0,0.0,100,0.0,?
0.75,1.0,52.6315789474,3.66666666667,61.78,Standard,5.63333333333,25.8222222222,Illeggibile,3.0,1.5,0.75,0.25,0.0,0.0,100,100.0,?
0.6,1.0,50.0,3.66666666667,61.78,Standard,5.63333333333,25.8222222222,Illeggibile,2.4,1.2,0.6,0.2,0.0,0.0,100,100.0,?
0.4,1.0,47.3684210526,4.5,74.865,Piuttosto-Facile,4.05,17.3333333333,Difficile,2.0,1.0,0.6,0.2,0.0,0.0,100,100.0,?
0.6,1.0,50.0,3.66666666667,61.78,Standard,5.63333333333,25.8222222222,Illeggibile,2.4,1.2,0.6,0.2,0.0,0.0,100,100.0,?
0.6,1.0,50.0,3.66666666667,61.78,Standard,5.63333333333,25.8222222222,Illeggibile,2.4,1.2,0.6,0.2,0.0,0.0,100,100.0,?
0.6,1.0,47.3684210526,3.33333333333,64.9366666667,Standard,5.1,23.4666666667,Illeggibile,2.2,1.4,0.4,0.2,0.0,0.0,100,0.0,?
0.6,1.0,44.4444444444,3.0,56.8166666667,Piuttosto-Difficile,6.16666666667,25.5555555556,Illeggibile,2.0,1.4,0.2,0.2,0.0,0.0,100,0.0,?
0.4,1.0,41.1764705882,3.5,67.42,Standard,4.85,16.9333333333,Difficile,1.6,1.0,0.2,0.2,0.0,0.0,100,0.0,?
0.2,0.0,37.5,4.0,99.23,Molto-Facile,0.9,11.0666666667,Accettabile,1.4,0.6,0.2,0.2,0.0,0.0,100,0.0,?
0.0,0.0,33.3333333333,0.0,0.0,Molto-Confusionario,0.0,0.0,Infantile,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,?
0.6,1.0,50.0,3.66666666667,61.78,Standard,5.63333333333,25.8222222222,Illeggibile,2.4,1.2,0.6,0.2,0.0,0.0,100,100.0,?
0.6,1.0,50.0,3.66666666667,61.78,Standard,5.63333333333,25.8222222222,Illeggibile,2.4,1.2,0.6,0.2,0.0,0.0,100,100.0,?
0.6,1.0,47.3684210526,3.33333333333,64.9366666667,Standard,5.1,23.4666666667,Illeggibile,2.2,1.4,0.4,0.2,0.0,0.0,100,0.0,?
0.6,1.0,44.4444444444,3.0,56.8166666667,Piuttosto-Difficile,6.16666666667,25.5555555556,Illeggibile,2.0,1.2,0.4,0.4,0.0,0.0,100,0.0,?
0.4,1.0,41.1764705882,3.5,67.42,Standard,4.85,16.9333333333,Difficile,1.6,1.0,0.2,0.2,0.0,0.0,100,0.0,?
0.333333333333,1.0,38.8888888889,3.5,67.42,Standard,4.85,16.9333333333,Difficile,1.33333333333,0.833333333333,0.166666666667,0.166666666667,0.0,0.0,100,0.0,?
0.333333333333,1.0,38.8888888889,3.5,67.42,Standard,4.85,16.9333333333,Difficile,1.33333333333,0.833333333333,0.166666666667,0.166666666667,0.0,0.0,100,0.0,?
0.333333333333,1.0,38.8888888889,3.5,67.42,Standard,4.85,16.9333333333,Difficile,1.33333333333,0.833333333333,0.166666666667,0.166666666667,0.0,0.0,100,0.0,?
0.285714285714,1.0,36.8421052632,3.5,67.42,Standard,4.85,16.9333333333,Difficile,1.14285714286,0.714285714286,0.142857142857,0.142857142857,0.0,0.0,100,0.0,?
0.285714285714,1.0,36.8421052632,3.5,67.42,Standard,4.85,16.9333333333,Difficile,1.14285714286,0.714285714286,0.142857142857,0.142857142857,0.0,0.0,100,0.0,?
0.2,1.0,31.8181818182,3.5,67.42,Standard,4.85,16.9333333333,Difficile,0.8,0.5,0.1,0.1,0.0,0.0,100,0.0,?
0.75,1.0,52.6315789474,3.66666666667,61.78,Standard,5.63333333333,25.8222222222,Illeggibile,3.0,1.5,0.75,0.25,0.0,0.0,100,100.0,?
0.75,1.0,50.0,3.33333333333,64.9366666667,Standard,5.1,23.4666666667,Illeggibile,2.75,1.75,0.5,0.25,0.0,0.0,100,0.0,?
0.75,1.0,50.0,3.66666666667,69.9,Standard,4.56666666667,17.0666666667,Difficile,3.25,1.75,0.5,0.25,0.0,0.0,100,0.0,?
0.75,1.0,47.0588235294,3.33333333333,61.78,Standard,5.63333333333,19.1555555556,Illeggibile,3.0,1.5,0.5,0.5,0.0,0.0,100,0.0,?
0.5,0.0,43.75,4.0,74.865,Piuttosto-Facile,4.05,17.3333333333,Difficile,2.5,1.25,0.25,0.25,0.0,0.0,100,0.0,?
0.25,0.0,40.0,4.0,99.23,Molto-Facile,0.9,11.0666666667,Accettabile,1.75,0.75,0.25,0.25,0.0,0.0,100,0.0,?
0.5,0.0,43.75,4.0,74.865,Piuttosto-Facile,4.05,17.3333333333,Difficile,2.5,1.25,0.25,0.25,0.0,0.0,100,0.0,?
0.4,0.0,41.1764705882,4.0,74.865,Piuttosto-Facile,4.05,17.3333333333,Difficile,2.0,1.0,0.2,0.2,0.0,0.0,100,0.0,?
0.75,1.0,47.0588235294,3.33333333333,61.78,Standard,5.63333333333,19.1555555556,Illeggibile,3.0,1.5,0.5,0.5,0.0,0.0,100,0.0,?
0.6,1.0,44.4444444444,3.33333333333,61.78,Standard,5.63333333333,19.1555555556,Illeggibile,2.4,1.2,0.4,0.4,0.0,0.0,100,0.0,?
0.75,1.0,47.0588235294,3.33333333333,61.78,Standard,5.63333333333,19.1555555556,Illeggibile,3.0,1.5,0.5,0.5,0.0,0.0,100,0.0,?
1.0,1.0,50.0,3.33333333333,61.78,Standard,5.63333333333,19.1555555556,Illeggibile,4.0,2.0,0.666666666667,0.666666666667,0.0,0.0,100,0.0,?
0.666666666667,1.0,46.6666666667,3.5,67.42,Standard,4.85,16.9333333333,Difficile,2.66666666667,1.66666666667,0.333333333333,0.333333333333,0.0,0.0,100,0.0,?
0.333333333333,0.0,42.8571428571,4.0,99.23,Molto-Facile,0.9,11.0666666667,Accettabile,2.33333333333,1.0,0.333333333333,0.333333333333,0.0,0.0,100,0.0,?
1.0,1.0,55.5555555556,3.66666666667,61.78,Standard,5.63333333333,25.8222222222,Illeggibile,4.0,2.0,1.0,0.333333333333,0.0,0.0,100,100.0,?
1.0,1.0,52.9411764706,3.33333333333,56.4766666667,Piuttosto-Difficile,6.3,27.9111111111,Illeggibile,3.66666666667,2.0,0.666666666667,0.333333333333,0.0,0.0,100,0.0,?
1.0,1.0,52.9411764706,3.33333333333,64.9366666667,Standard,5.1,23.4666666667,Illeggibile,3.66666666667,2.33333333333,0.666666666667,0.333333333333,0.0,0.0,100,0.0,?
0.75,1.0,52.6315789474,3.66666666667,61.78,Standard,5.63333333333,25.8222222222,Illeggibile,3.0,1.5,0.75,0.25,0.0,0.0,100,100.0,?
0.5,1.0,47.619047619,3.66666666667,61.78,Standard,5.63333333333,25.8222222222,Illeggibile,2.0,1.0,0.5,0.166666666667,0.0,0.0,100,100.0,?
0.5,1.0,47.619047619,3.66666666667,61.78,Standard,5.63333333333,25.8222222222,Illeggibile,2.0,1.0,0.5,0.166666666667,0.0,0.0,100,100.0,?
0.6,1.0,50.0,3.66666666667,61.78,Standard,5.63333333333,25.8222222222,Illeggibile,2.4,1.2,0.6,0.2,0.0,0.0,100,100.0,?
0.75,1.0,52.6315789474,3.66666666667,61.78,Standard,5.63333333333,25.8222222222,Illeggibile,3.0,1.5,0.75,0.25,0.0,0.0,100,100.0,?
0.75,1.0,52.6315789474,3.66666666667,61.78,Standard,5.63333333333,25.8222222222,Illeggibile,3.0,1.5,0.75,0.25,0.0,0.0,100,100.0,?
0.5,0.0,47.0588235294,3.5,67.42,Standard,4.85,26.9333333333,Illeggibile,2.0,1.25,0.25,0.25,0.0,0.0,100,0.0,?
0.75,0.0,50.0,3.0,56.8166666667,Piuttosto-Difficile,6.16666666667,32.2222222222,Illeggibile,2.5,1.5,0.25,0.25,0.0,0.0,100,0.0,?
1.0,1.0,50.0,2.75,51.515,Piuttosto-Difficile,6.825,34.8666666667,Illeggibile,3.0,2.0,0.25,0.25,0.0,0.0,100,0.0,?
0.75,1.0,52.6315789474,3.66666666667,61.78,Standard,5.63333333333,25.8222222222,Illeggibile,3.0,1.5,0.75,0.25,0.0,0.0,100,100.0,?
0.5,1.0,50.0,4.5,74.865,Piuttosto-Facile,4.05,17.3333333333,Difficile,2.5,1.25,0.75,0.25,0.0,0.0,100,100.0,?
1.0,1.0,55.5555555556,3.66666666667,61.78,Standard,5.63333333333,25.8222222222,Illeggibile,4.0,2.0,1.0,0.333333333333,0.0,0.0,100,100.0,?
1.0,1.0,55.5555555556,3.66666666667,61.78,Standard,5.63333333333,25.8222222222,Illeggibile,4.0,2.0,1.0,0.333333333333,0.0,0.0,100,100.0,?
1.0,1.0,55.5555555556,4.33333333333,61.1033333333,Standard,5.9,23.8666666667,Illeggibile,4.66666666667,2.66666666667,1.0,0.333333333333,100.0,100.0,100,100.0,?
1.0,1.0,52.9411764706,3.66666666667,61.78,Standard,5.63333333333,22.4888888889,Illeggibile,4.0,2.66666666667,0.666666666667,0.333333333333,0.0,100.0,100,0.0,?
0.666666666667,1.0,52.9411764706,5.5,73.85,Piuttosto-Facile,4.45,14.4,Difficile,4.0,2.33333333333,1.0,0.333333333333,100.0,100.0,100,100.0,?
0.0,0.0,38.4615384615,0.0,0.0,Molto-Confusionario,0.0,0.0,Infantile,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,?
0.552631578947,0.615384615385,29.8065984073,8.36206896552,62.2936206897,Standard,6.99482758621,18.0850698392,Illeggibile,25.3421052632,7.18421052632,4.39473684211,0.868421052632,0.0,61.5384615385,100,53.3333333333,?
0.428571428571,1.0,56.338028169,13.0,65.3083333333,Standard,6.01666666667,16.309314607,Difficile,10.5,3.64285714286,1.64285714286,0.142857142857,0.0,100.0,100,80.0,?
0.0,0.0,43.9024390244,0.0,0.0,Molto-Confusionario,0.0,0.0,Infantile,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,?
0.0909090909091,0.25,35.7142857143,4.0,54.9,Piuttosto-Difficile,7.6,19.2,Illeggibile,1.63636363636,0.363636363636,0.272727272727,0.0,0.0,0.0,100,0.0,?
0.5625,0.9,21.8855218855,5.72727272727,60.2645454545,Standard,6.47272727273,23.2757182212,Illeggibile,6.6875,2.5625,0.9375,0.3125,0.0,28.5714285714,100,0.0,?
0.241379310345,0.25,28.0373831776,4.36363636364,43.9145454545,Difficile,8.41818181818,28.5112299465,Illeggibile,2.86206896552,1.1724137931,0.344827586207,0.0344827586207,0.0,0.0,0.0,0.0,?
0.392857142857,0.642857142857,29.0640394089,3.92857142857,60.215,Standard,6.14285714286,20.8768707483,Illeggibile,3.46428571429,1.28571428571,0.535714285714,0.25,0.0,0.0,100,0.0,?
0.35,0.45,27.7777777778,5.77272727273,56.1881818182,Piuttosto-Difficile,7.08636363636,17.6208932482,Difficile,6.2,1.975,0.875,0.325,0.0,62.5,100,38.4615384615,?
0.0,0.0,13.3004926108,4.14285714286,43.0257142857,Difficile,8.3,21.9864661654,Illeggibile,6.71428571429,1.57142857143,1.42857142857,0.714285714286,0.0,0.0,0.0,0.0,?
0.047619047619,0.0,15.5069582505,4.29166666667,79.4170833333,Piuttosto-Facile,3.75833333333,15.569011544,Difficile,8.80952380952,2.09523809524,1.33333333333,0.142857142857,0.0,0.0,0.0,0.0,?
0.0392156862745,0.0526315789474,12.1869782972,5.3,58.787,Piuttosto-Difficile,6.615,19.4638485697,Illeggibile,3.66666666667,1.33333333333,0.470588235294,0.078431372549,0.0,0.0,0.0,0.0,?
0.428571428571,1.0,56.338028169,13.0,65.3083333333,Standard,6.01666666667,16.309314607,Difficile,10.5,3.64285714286,1.64285714286,0.142857142857,0.0,100.0,100,80.0,?
0.428571428571,1.0,56.338028169,13.0,65.3083333333,Standard,6.01666666667,16.309314607,Difficile,10.5,3.64285714286,1.64285714286,0.142857142857,0.0,100.0,100,80.0,?
0.428571428571,1.0,57.7464788732,11.5714285714,55.0214285714,Piuttosto-Difficile,7.25714285714,20.0936982345,Illeggibile,10.7857142857,3.78571428571,1.64285714286,0.142857142857,0.0,100.0,100,80.0,?
0.428571428571,1.0,59.1549295775,10.375,52.595,Piuttosto-Difficile,7.45,20.4319859552,Illeggibile,11.0,3.92857142857,1.64285714286,0.142857142857,0.0,100.0,100,80.0,?
0.428571428571,1.0,59.1549295775,10.375,52.595,Piuttosto-Difficile,7.45,20.4319859552,Illeggibile,11.0,3.92857142857,1.64285714286,0.142857142857,0.0,100.0,100,80.0,?
0.35,1.0,59.1549295775,10.375,52.595,Piuttosto-Difficile,7.45,20.4319859552,Illeggibile,7.7,2.75,1.15,0.1,0.0,100.0,100,80.0,?
0.35,1.0,59.1549295775,10.375,52.595,Piuttosto-Difficile,7.45,20.4319859552,Illeggibile,7.7,2.75,1.15,0.1,0.0,100.0,100,80.0,?
0.35,1.0,59.1549295775,10.375,52.595,Piuttosto-Difficile,7.45,20.4319859552,Illeggibile,7.7,2.75,1.15,0.1,0.0,100.0,100,80.0,?
0.375,1.0,59.1549295775,10.375,52.595,Piuttosto-Difficile,7.45,20.4319859552,Illeggibile,9.625,3.4375,1.4375,0.125,0.0,100.0,100,80.0,?
